window_group,scan_start,scan_end,isolation_mz,isolation_width,collision_energy
1,178,179,967.530815539,25.0,43.26452905811624
1,179,180,966.6317864128,25.0,43.23847695390782
1,180,181,965.7327572866,25.0,43.2124248496994
1,181,182,964.8337281604,25.0,43.186372745490985
1,182,183,963.9346990342,25.0,43.16032064128257
1,183,184,963.035669908,25.0,43.13426853707415
1,184,185,962.1366407818,25.0,43.10821643286573
1,185,186,961.23761165,25.0,43.08216432865731
1,186,187,960.3385825237999,25.0,43.0561122244489
1,187,188,959.4395533976,25.0,43.030060120240485
1,188,189,958.5405242713999,25.0,43.00400801603207
1,189,190,957.6414951452,25.0,42.97795591182365
1,190,191,956.742466019,25.0,42.95190380761523
1,191,192,955.8434368928,25.0,42.92585170340681
1,192,193,954.9444077666,25.0,42.8997995991984
1,193,194,954.0453786403999,25.0,42.873747494989985
1,194,195,953.1463495142,25.0,42.84769539078157
1,195,196,952.2473203879999,25.0,42.82164328657315
1,196,197,951.3482912618,25.0,42.79559118236473
1,197,198,950.4492621356,25.0,42.76953907815631
1,198,199,949.5502330094,25.0,42.743486973947896
1,199,200,948.6512038832,25.0,42.717434869739485
1,200,201,947.7521747569999,25.0,42.69138276553107
1,201,202,946.8531456308,25.0,42.66533066132265
1,202,203,945.9541165045999,25.0,42.63927855711423
1,203,204,945.0550873784,25.0,42.61322645290581
1,204,205,944.1560582522,25.0,42.587174348697395
1,205,206,943.2570291259999,25.0,42.56112224448898
1,206,207,942.3579999998,25.0,42.53507014028057
1,207,208,941.4589708735999,25.0,42.50901803607215
1,208,209,940.5599417474,25.0,42.48296593186373
1,209,210,939.6609126211999,25.0,42.45691382765531
1,210,211,938.761883495,25.0,42.430861723446895
1,211,212,937.8628543688,25.0,42.40480961923848
1,212,213,936.9638252425999,25.0,42.37875751503006
1,213,214,936.0647961164,25.0,42.35270541082165
1,214,215,935.1657669901999,25.0,42.32665330661323
1,215,216,934.266737864,25.0,42.30060120240481
1,216,217,933.3677087378,25.0,42.274549098196395
1,217,218,932.4686796116,25.0,42.24849699398798
1,218,219,931.5696504854,25.0,42.22244488977956
1,219,220,930.6706213591999,25.0,42.19639278557115
1,220,221,929.771592233,25.0,42.17034068136273
1,221,222,928.8725631067999,25.0,42.14428857715431
1,222,223,927.9735339806,25.0,42.118236472945895
1,223,224,927.0745048544,25.0,42.09218436873748
1,224,225,926.1754757282,25.0,42.06613226452906
1,225,226,925.276446602,25.0,42.04008016032064
1,226,227,924.3774174757999,25.0,42.014028056112224
1,227,228,923.4783883496,25.0,41.98797595190381
1,228,229,922.5793592233999,25.0,41.961923847695395
1,229,230,921.6803300972,25.0,41.93587174348698
1,230,231,920.781300971,25.0,41.90981963927856
1,231,232,919.8822718448,25.0,41.88376753507014
1,232,233,918.9832427186,25.0,41.857715430861724
1,233,234,918.0842135923999,25.0,41.83166332665331
1,234,235,917.1851844662,25.0,41.805611222444895
1,235,236,916.2861553399999,25.0,41.77955911823648
1,236,237,915.3871262138,25.0,41.75350701402806
1,237,238,914.4880970876,25.0,41.72745490981964
1,238,239,913.5890679613999,25.0,41.701402805611224
1,239,240,912.6900388352,25.0,41.675350701402806
1,240,241,911.7910097089999,25.0,41.64929859719439
1,241,242,910.8919805828,25.0,41.62324649298598
1,242,243,909.9929514565999,25.0,41.59719438877756
1,243,244,909.0939223304,25.0,41.57114228456914
1,244,245,908.1948932042,25.0,41.545090180360724
1,245,246,907.295864078,25.0,41.519038076152306
1,246,247,906.3968349518,25.0,41.49298597194389
1,247,248,905.49780583,25.0,41.46693386773548
1,248,249,904.5987767037999,25.0,41.44088176352706
1,249,250,903.6997475776,25.0,41.41482965931864
1,250,251,902.8007184513999,25.0,41.388777555110224
1,251,252,901.9016893252,25.0,41.362725450901806
1,252,253,901.0026601989999,25.0,41.33667334669339
1,253,254,900.1036310728,25.0,41.31062124248497
1,254,255,899.2046019466,25.0,41.28456913827655
1,255,256,898.3055728203999,25.0,41.25851703406814
1,256,257,897.4065436942,25.0,41.232464929859724
1,257,258,896.5075145679999,25.0,41.206412825651306
1,258,259,895.6084854418,25.0,41.18036072144289
1,259,260,894.7094563155999,25.0,41.15430861723447
1,260,261,893.8104271894,25.0,41.12825651302605
1,261,262,892.9113980632,25.0,41.10220440881764
1,262,263,892.0123689369999,25.0,41.076152304609224
1,263,264,891.1133398108,25.0,41.050100200400806
1,264,265,890.2143106845999,25.0,41.02404809619239
1,265,266,889.3152815584,25.0,40.99799599198397
1,266,267,888.4162524321999,25.0,40.97194388777555
1,267,268,887.517223306,25.0,40.945891783567134
1,268,269,886.6181941798,25.0,40.91983967935872
1,269,270,885.7191650535999,25.0,40.893787575150306
1,270,271,884.8201359274,25.0,40.86773547094189
1,271,272,883.9211068011999,25.0,40.84168336673347
1,272,273,883.022077675,25.0,40.81563126252505
1,273,274,882.1230485487999,25.0,40.789579158316634
1,274,275,881.2240194225999,25.0,40.763527054108216
1,275,276,880.3249902964,25.0,40.737474949899806
1,276,277,879.4259611701999,25.0,40.71142284569139
1,277,278,878.526932044,25.0,40.68537074148297
1,278,279,877.6279029177999,25.0,40.65931863727455
1,279,280,876.7288737916,25.0,40.633266533066134
1,280,281,875.8298446654,25.0,40.607214428857716
1,281,282,874.9308155391999,25.0,40.5811623246493
1,282,283,874.031786413,25.0,40.55511022044088
1,283,284,873.1327572867999,25.0,40.52905811623247
1,284,285,872.2337281606,25.0,40.50300601202405
1,285,286,871.3346990343999,25.0,40.476953907815634
1,286,287,870.4356699082,25.0,40.450901803607216
1,287,288,869.536640782,25.0,40.4248496993988
1,288,289,868.6376116557999,25.0,40.39879759519038
1,289,290,867.7385825296,25.0,40.37274549098197
1,290,291,866.8395534033999,25.0,40.34669338677355
1,291,292,865.9405242772,25.0,40.320641282565134
1,292,293,865.0414951509999,25.0,40.294589178356716
1,293,294,864.1424660248,25.0,40.2685370741483
1,294,295,863.2434368986,25.0,40.24248496993988
1,295,296,862.3444077723999,25.0,40.21643286573146
1,296,297,861.4453786462,25.0,40.190380761523045
1,297,298,860.5463495199999,25.0,40.164328657314634
1,298,299,859.6473203938,25.0,40.138276553106216
1,299,300,858.7482912675999,25.0,40.1122244488978
1,300,301,857.8492621414,25.0,40.08617234468938
1,301,302,856.9502330152,25.0,40.06012024048096
1,302,303,856.0512038889999,25.0,40.034068136272545
1,303,304,855.1521747628,25.0,40.008016032064134
1,304,305,854.2531456365999,25.0,39.981963927855716
1,305,306,853.3541165104,25.0,39.9559118236473
1,306,307,852.4550873841999,25.0,39.92985971943888
1,307,308,851.5560582579999,25.0,39.90380761523046
1,308,309,850.6570291318,25.0,39.877755511022045
1,309,310,849.758,25.0,39.85170340681363
1,310,311,848.8589708738,25.0,39.82565130260521
1,311,312,847.9599417476,25.0,39.7995991983968
1,312,313,847.0609126214,25.0,39.77354709418838
1,313,314,846.1618834952001,25.0,39.74749498997996
1,314,315,845.262854369,25.0,39.721442885771545
1,315,316,844.3638252428001,25.0,39.69539078156313
1,316,317,843.4647961166,25.0,39.66933867735471
1,317,318,842.5657669904,25.0,39.6432865731463
1,318,319,841.6667378642001,25.0,39.61723446893788
1,319,320,840.767708738,25.0,39.59118236472946
1,320,321,839.8686796118001,25.0,39.565130260521045
1,321,322,838.9696504856,25.0,39.53907815631263
1,322,323,838.0706213594001,25.0,39.51302605210421
1,323,324,837.1715922332,25.0,39.48697394789579
1,324,325,836.272563107,25.0,39.46092184368737
1,325,326,835.3735339808001,25.0,39.43486973947896
1,326,327,834.4745048546,25.0,39.408817635270545
1,327,328,833.5754757284001,25.0,39.38276553106213
1,328,329,832.6764466022,25.0,39.35671342685371
1,329,330,831.777417476,25.0,39.33066132264529
1,330,331,830.8783883498,25.0,39.30460921843687
1,331,332,829.9793592236,25.0,39.27855711422846
1,332,333,829.0803300974001,25.0,39.252505010020045
1,333,334,828.1813009712,25.0,39.22645290581163
1,334,335,827.2822718450001,25.0,39.20040080160321
1,335,336,826.3832427188,25.0,39.17434869739479
1,336,337,825.4842135926,25.0,39.14829659318637
1,337,338,824.5851844664,25.0,39.122244488977955
1,338,339,823.6861553402,25.0,39.09619238476954
1,339,340,822.7871262140001,25.0,39.07014028056113
1,340,341,821.8880970878,25.0,39.04408817635271
1,341,342,820.9890679616001,25.0,39.01803607214429
1,342,343,820.0900388354,25.0,38.99198396793587
1,343,344,819.1910097092,25.0,38.965931863727455
1,344,345,818.291980583,25.0,38.939879759519044
1,345,346,817.3929514568,25.0,38.91382765531063
1,346,347,816.4939223306001,25.0,38.88777555110221
1,347,348,815.5948932044,25.0,38.86172344689379
1,348,349,814.6958640782001,25.0,38.83567134268537
1,349,350,813.796834952,25.0,38.809619238476955
1,350,351,812.8978058258,25.0,38.78356713426854
1,351,352,811.9987766996001,25.0,38.75751503006012
1,352,353,811.0997475734,25.0,38.7314629258517
1,353,354,810.2007184472001,25.0,38.70541082164329
1,354,355,809.301689321,25.0,38.67935871743487
1,355,356,808.4026601948001,25.0,38.653306613226455
1,356,357,807.5036310686,25.0,38.62725450901804
1,357,358,806.6046019424,25.0,38.60120240480962
1,358,359,805.7055728162001,25.0,38.57515030060121
1,359,360,804.80654369,25.0,38.54909819639279
1,360,361,803.9075145638001,25.0,38.52304609218437
1,361,362,803.0084854376,25.0,38.496993987975955
1,362,363,802.1094563114,25.0,38.47094188376754
1,363,364,801.2104271852,25.0,38.44488977955912
1,364,365,800.311398059,25.0,38.4188376753507
1,365,366,799.4123689328001,25.0,38.392785571142284
1,366,367,798.5133398066,25.0,38.366733466933866
1,367,368,797.6143106804001,25.0,38.340681362725455
1,368,369,796.7152815542,25.0,38.31462925851704
1,369,370,795.8162524280001,25.0,38.28857715430862
1,370,371,794.9172233,25.0,38.2625250501002
1,371,372,794.0181941738,25.0,38.236472945891784
1,372,373,793.1191650476001,25.0,38.21042084168337
1,373,374,792.2201359214,25.0,38.184368737474955
1,374,375,791.3211067952001,25.0,38.15831663326654
1,375,376,790.422077669,25.0,38.13226452905812
1,376,377,789.5230485428001,25.0,38.1062124248497
1,377,378,788.6240194166,25.0,38.08016032064128
1,378,379,787.7249902904,25.0,38.054108216432866
1,379,380,786.8259611642001,25.0,38.02805611222445
1,380,381,785.926932038,25.0,38.00200400801603
1,381,382,785.0279029118001,25.0,37.97595190380762
1,382,383,784.1288737856,25.0,37.9498997995992
1,383,384,783.2298446594001,25.0,37.92384769539078
1,384,385,782.3308155332,25.0,37.897795591182366
1,385,386,781.431786407,25.0,37.87174348697395
1,386,387,780.5327572808001,25.0,37.84569138276554
1,387,388,779.6337281546,25.0,37.81963927855712
1,388,389,778.7346990284001,25.0,37.7935871743487
1,389,390,777.8356699022,25.0,37.76753507014028
1,390,391,776.9366407760001,25.0,37.741482965931866
1,391,392,776.0376116498,25.0,37.71543086172345
1,392,393,775.1385825236,25.0,37.68937875751503
1,393,394,774.2395533974001,25.0,37.66332665330661
1,394,395,773.3405242712,25.0,37.637274549098194
1,395,396,772.4414951450001,25.0,37.61122244488978
1,396,397,771.5424660188,25.0,37.585170340681366
1,397,398,770.6434368926,25.0,37.55911823647295
1,398,399,769.7444077664001,25.0,37.53306613226453
1,399,400,768.8453786402,25.0,37.50701402805611
1,400,401,767.9463495140001,25.0,37.4809619238477
1,401,402,767.0473203878,25.0,37.45490981963928
1,402,403,766.1482912616001,25.0,37.428857715430865
1,403,404,765.2492621354,25.0,37.40280561122245
1,404,405,764.3502330092,25.0,37.37675350701403
1,405,406,763.4512038830001,25.0,37.35070140280561
1,406,407,762.5521747568,25.0,37.324649298597194
1,407,408,761.6531456306001,25.0,37.298597194388776
1,408,409,760.7541165044,25.0,37.27254509018036
1,409,410,759.8550873782001,25.0,37.24649298597195
1,410,411,758.956058252,25.0,37.22044088176353
1,411,412,758.0570291258,25.0,37.19438877755511
1,412,413,757.1579999996001,25.0,37.168336673346694
1,413,414,756.2589708734,25.0,37.142284569138276
1,414,415,755.3599417472001,25.0,37.116232464929865
1,415,416,754.460912621,25.0,37.09018036072145
1,416,417,753.5618834948001,25.0,37.06412825651303
1,417,418,752.6628543686,25.0,37.03807615230461
1,418,419,751.7638252424,25.0,37.012024048096194
1,419,420,750.8647961162001,25.0,36.985971943887776
1,420,421,749.96576699,25.0,36.95991983967936
1,421,422,749.0667378638001,25.0,36.93386773547094
1,422,423,748.1677087376,25.0,36.90781563126252
1,423,424,747.2686796114001,25.0,36.88176352705411
1,424,425,746.3696504852,25.0,36.855711422845694
1,425,426,745.470621359,25.0,36.829659318637276
1,426,427,744.5715922328001,25.0,36.80360721442886
1,427,428,743.6725631066,25.0,36.77755511022044
1,428,429,742.7735339804001,25.0,36.75150300601203
1,429,430,741.8745048542,25.0,36.72545090180361
1,430,431,740.975475728,25.0,36.699398797595194
1,431,432,740.0764466018001,25.0,36.673346693386776
1,432,433,739.17741748,25.0,36.64729458917836
1,433,434,738.2783883538,25.0,36.62124248496994
1,434,435,737.3793592276,25.0,36.59519038076152
1,435,436,736.4803301014,25.0,36.569138276553105
1,436,437,735.5813009752001,25.0,36.54308617234469
1,437,438,734.682271849,25.0,36.517034068136276
1,438,439,733.7832427228001,25.0,36.49098196392786
1,439,440,732.8842135966,25.0,36.46492985971944
1,440,441,731.9851844704,25.0,36.43887775551102
1,441,442,731.0861553442,25.0,36.412825651302605
1,442,443,730.187126218,25.0,36.386773547094194
1,443,444,729.2880970918001,25.0,36.360721442885776
1,444,445,728.3890679656,25.0,36.33466933867736
1,445,446,727.4900388394001,25.0,36.30861723446894
1,446,447,726.5910097132,25.0,36.28256513026052
1,447,448,725.691980587,25.0,36.256513026052104
1,448,449,724.7929514608,25.0,36.23046092184369
1,449,450,723.8939223346,25.0,36.20440881763527
1,450,451,722.9948932084001,25.0,36.17835671342685
1,451,452,722.0958640822,25.0,36.15230460921844
1,452,453,721.196834956,25.0,36.12625250501002
1,453,454,720.2978058298,25.0,36.100200400801604
1,454,455,719.3987767036,25.0,36.07414829659319
1,455,456,718.4997475774001,25.0,36.04809619238477
1,456,457,717.6007184512,25.0,36.02204408817636
1,457,458,716.7016893250001,25.0,35.99599198396794
1,458,459,715.8026601988,25.0,35.96993987975952
1,459,460,714.9036310726,25.0,35.943887775551104
1,460,461,714.0046019464,25.0,35.91783567134269
1,461,462,713.1055728202,25.0,35.89178356713427
1,462,463,712.2065436940001,25.0,35.86573146292585
1,463,464,711.3075145678,25.0,35.83967935871743
1,464,465,710.4084854416001,25.0,35.813627254509015
1,465,466,709.5094563154,25.0,35.787575150300604
1,466,467,708.6104271892,25.0,35.76152304609219
1,467,468,707.711398063,25.0,35.73547094188377
1,468,469,706.8123689368,25.0,35.70941883767535
1,469,470,705.9133398106001,25.0,35.68336673346693
1,470,471,705.0143106844,25.0,35.65731462925852
1,471,472,704.1152815582001,25.0,35.631262525050104
1,472,473,703.216252432,25.0,35.605210420841686
1,473,474,702.3172233058,25.0,35.57915831663327
1,474,475,701.4181941796,25.0,35.55310621242485
1,475,476,700.5191650534,25.0,35.52705410821643
1,476,477,699.6201359272001,25.0,35.501002004008015
1,477,478,698.721106801,25.0,35.4749498997996
1,478,479,697.8220776748001,25.0,35.44889779559118
1,479,480,696.9230485486,25.0,35.42284569138277
1,480,481,696.0240194224,25.0,35.39679358717435
1,481,482,695.1249902962,25.0,35.37074148296593
1,482,483,694.22596117,25.0,35.344689378757515
1,483,484,693.3269320438001,25.0,35.3186372745491
1,484,485,692.4279029176,25.0,35.292585170340686
1,485,486,691.5288737914,25.0,35.26653306613227
1,486,487,690.6298446652,25.0,35.24048096192385
1,487,488,689.730815539,25.0,35.21442885771543
1,488,489,688.8317864128,25.0,35.188376753507015
1,489,490,687.9327572866,25.0,35.1623246492986
1,490,491,687.0337281604001,25.0,35.13627254509018
1,491,492,686.1346990342,25.0,35.11022044088176
1,492,493,685.2356699080001,25.0,35.08416833667335
1,493,494,684.3366407818,25.0,35.05811623246493
1,494,495,683.43761165,25.0,35.032064128256515
1,495,496,682.5385825238,25.0,35.0060120240481
1,496,497,681.6395533976,25.0,34.97995991983968
1,497,498,680.7405242714,25.0,34.95390781563126
1,498,499,679.8414951452,25.0,34.92785571142285
1,499,500,678.942466019,25.0,34.90180360721443
1,500,501,678.0434368928001,25.0,34.875751503006015
1,501,502,677.1444077666,25.0,34.8496993987976
1,502,503,676.2453786404,25.0,34.82364729458918
1,503,504,675.3463495142,25.0,34.79759519038076
1,504,505,674.447320388,25.0,34.77154308617234
1,505,506,673.5482912618,25.0,34.745490981963925
1,506,507,672.6492621356,25.0,34.719438877755515
1,507,508,671.7502330094001,25.0,34.6933867735471
1,508,509,670.8512038832,25.0,34.66733466933868
1,509,510,669.952174757,25.0,34.64128256513026
1,510,511,669.0531456308,25.0,34.61523046092184
1,511,512,668.1541165046,25.0,34.589178356713425
1,512,513,667.2550873784,25.0,34.563126252505015
1,513,514,666.3560582522,25.0,34.5370741482966
1,514,515,665.457029126,25.0,34.51102204408818
1,515,516,664.5579999998,25.0,34.48496993987976
1,516,517,663.6589708736,25.0,34.45891783567134
1,517,518,662.7599417474,25.0,34.432865731462925
1,518,519,661.8609126212,25.0,34.40681362725451
1,519,520,660.961883495,25.0,34.38076152304609
1,520,521,660.0628543688,25.0,34.35470941883768
1,521,522,659.1638252426,25.0,34.32865731462926
1,522,523,658.2647961164,25.0,34.30260521042084
1,523,524,657.3657669902,25.0,34.276553106212425
1,524,525,656.466737864,25.0,34.25050100200401
1,525,526,655.5677087378,25.0,34.22444889779559
1,526,527,654.6686796116,25.0,34.19839679358718
1,527,528,653.7696504854,25.0,34.17234468937876
1,528,529,652.8706213592,25.0,34.14629258517034
1,529,530,651.971592233,25.0,34.120240480961925
1,530,531,651.0725631068,25.0,34.09418837675351
1,531,532,650.1735339806,25.0,34.06813627254509
1,532,533,649.2745048544,25.0,34.04208416833667
1,533,534,648.3754757282001,25.0,34.016032064128254
1,534,535,647.476446602,25.0,33.98997995991984
1,535,536,646.5774174758,25.0,33.963927855711425
1,536,537,645.6783883496,25.0,33.93787575150301
1,537,538,644.7793592234,25.0,33.91182364729459
1,538,539,643.8803300972,25.0,33.88577154308617
1,539,540,642.981300971,25.0,33.85971943887776
1,540,541,642.0822718448001,25.0,33.83366733466934
1,541,542,641.1832427186,25.0,33.807615230460925
1,542,543,640.2842135924,25.0,33.78156312625251
1,543,544,639.3851844662,25.0,33.75551102204409
1,544,545,638.48615534,25.0,33.72945891783567
1,545,546,637.5871262138,25.0,33.703406813627254
1,546,547,636.6880970876,25.0,33.677354709418836
1,547,548,635.7890679614,25.0,33.65130260521042
1,548,549,634.8900388352,25.0,33.62525050100201
